Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCG42,19.198821511257258,Low Fat,0.0498010574555903,Household,129.83514726849972,OUT046,1997,Small,Tier 1,Supermarket Type1,1947.4688529674568
FDS13,6.456696155131219,Low Fat,0.0001131526545316,Canned,263.201929293317,OUT018,2009,Medium,Tier 3,Supermarket Type2,2914.861485693966
FDI27,8.699101400014928,Regular,-0.028495046466697,Dairy,43.580825623750826,OUT017,2007,Medium,Tier 2,Supermarket Type1,498.03746602058783
FDV07,9.488172403995089,Low Fat,0.0246763529930911,Fruits and Vegetables,110.73720745738768,OUT045,2002,Medium,Tier 2,Supermarket Type1,1657.848641934022
FDH40,11.604652055946245,Regular,0.0823449160140957,Frozen Foods,81.7285431344288,OUT017,2007,Medium,Tier 2,Supermarket Type1,1949.4539472044016
DRE03,19.61494078901977,Low Fat,0.0287120775004392,Dairy,45.39206443713625,OUT045,2002,Medium,Tier 2,Supermarket Type1,614.5539102200349
NCG43,20.18325910675395,Low Fat,0.0821960167021133,Household,94.1520598407255,OUT018,2009,Medium,Tier 3,Supermarket Type2,1758.3562042131218
NCP54,15.350979379636996,Low Fat,0.0601915415037428,Household,124.68101009659124,OUT017,2007,Medium,Tier 2,Supermarket Type1,2093.934730736872
DRF03,19.11936237891022,Low Fat,0.0246117114223077,Dairy,38.8255734329518,OUT035,2004,Small,Tier 2,Supermarket Type1,365.54784496571824
FDY50,5.798742526744284,Low Fat,0.1310875691543959,Dairy,87.83655997368719,OUT045,2002,Medium,Tier 2,Supermarket Type1,1070.613608534847
DRF25,8.983528529941186,Low Fat,0.0240933351113626,Soft Drinks,37.020993033935326,OUT045,2002,Medium,Tier 2,Supermarket Type1,659.1442016949317
FDJ56,12.85764826488396,Low Fat,0.1720366259076359,Fruits and Vegetables,98.7784518823907,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.496311680677
FDA08,11.839880571543665,Regular,0.0455452528926084,Fruits and Vegetables,163.86924407042366,OUT017,2007,Medium,Tier 2,Supermarket Type1,1808.973182185324
DRI01,7.964540282922578,Low Fat,-0.0023125334805564,Soft Drinks,173.73933472897298,OUT045,2002,Medium,Tier 2,Supermarket Type1,2759.0746918787418
FDW32,12.85764826488396,Regular,0.165101585,Fruits and Vegetables,87.7882,OUT019,1985,Small,Tier 1,Grocery Store,515.3292
NCD42,16.509208595194217,Low Fat,0.0018520872350277,Health and Hygiene,36.344434996757954,OUT049,1999,Medium,Tier 1,Supermarket Type1,872.866072832667
NCX54,12.85764826488396,Low Fat,0.0581849189823373,Household,105.37558339923314,OUT027,1985,Medium,Tier 3,Supermarket Type3,3387.6151399464766
FDB15,10.906317819047883,Low Fat,0.1417918028767657,Dairy,262.2589101368619,OUT017,2007,Medium,Tier 2,Supermarket Type1,3954.843383169434
FDB34,15.24509750914625,Low Fat,0.0166339878825774,Snack Foods,86.63135066765355,OUT049,1999,Medium,Tier 1,Supermarket Type1,1657.1928931241068
FDW24,6.8165289294843525,Low Fat,0.0415347953930323,Baking Goods,49.593923510560685,OUT049,1999,Medium,Tier 1,Supermarket Type1,972.0749882439948
NCO41,12.514677522406275,Low Fat,0.0251666079384732,Health and Hygiene,99.05523583399608,OUT010,1998,Medium,Tier 3,Grocery Store,197.0728956425693
FDK60,16.50240609472273,Regular,0.0959911845611578,Baking Goods,95.71681830006604,OUT035,2004,Small,Tier 2,Supermarket Type1,1069.281211545865
NCH30,17.075270594359722,Low Fat,0.1193913001991594,Household,112.97245896846728,OUT010,1998,Medium,Tier 3,Grocery Store,113.19794263031784
FDY08,12.85764826488396,Regular,0.1731839971305944,Fruits and Vegetables,141.57975408573645,OUT027,1985,Medium,Tier 3,Supermarket Type3,3231.129808616458
NCN55,14.58181272638496,Low Fat,0.0601815119245311,Others,239.2481960321743,OUT017,2007,Medium,Tier 2,Supermarket Type1,3605.317223654205
NCR53,12.14157077991969,Low Fat,0.1394751310713592,Health and Hygiene,224.04386325115595,OUT049,1999,Medium,Tier 1,Supermarket Type1,3375.6056011072465
FDF47,20.85570119701972,Low Fat,0.0915471433246006,Starchy Foods,222.89774768342176,OUT049,1999,Medium,Tier 1,Supermarket Type1,3590.0090582228863
FDO39,6.977903173402953,Regular,0.1367668890733183,Meat,182.84705582813547,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.747958522632
FDH44,19.10912020445917,Regular,0.0294286083133827,Fruits and Vegetables,148.24875282038278,OUT017,2007,Medium,Tier 2,Supermarket Type1,3089.975080439668
FDV22,14.83355470975157,Regular,0.0127399156064249,Snack Foods,155.75457400133297,OUT018,2009,Medium,Tier 3,Supermarket Type2,3129.2235305802665
NCJ31,19.18885929304537,Low Fat,0.1735920852143544,Others,243.00255123635813,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.262207810657
FDA13,15.854271621597222,Low Fat,0.0891275024741617,Canned,36.35385974275374,OUT035,2004,Small,Tier 2,Supermarket Type1,607.1974325303299
FDB04,12.85764826488396,Regular,0.1072423390455941,Dairy,88.6971677349757,OUT019,1985,Small,Tier 1,Grocery Store,351.53830658968474
FDN60,15.1,Low Fat,0.095351065,Baking Goods,158.6604,OUT045,2002,Medium,Tier 2,Supermarket Type1,2535.3664
FDE24,12.85764826488396,Low Fat,0.0957280301961428,Baking Goods,143.08561345698257,OUT027,1985,Medium,Tier 3,Supermarket Type3,3704.528793431977
FDW34,12.85764826488396,Low Fat,0.035406842,Snack Foods,244.317,OUT027,1985,Medium,Tier 3,Supermarket Type3,8262.578
DRL01,19.49779819497299,Regular,0.0783296138002778,Soft Drinks,232.4891649430572,OUT035,2004,Small,Tier 2,Supermarket Type1,2804.336623618938
FDT24,12.324469204808151,Regular,0.1968676399579203,Baking Goods,78.53111987723629,OUT035,2004,Small,Tier 2,Supermarket Type1,695.0848281054493
FDY35,17.584919195141566,Regular,0.0170939671240823,Breads,45.85194282598899,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5677415913442
FDK04,7.3516601511536,Low Fat,0.0588752211666459,Frozen Foods,58.56040918872432,OUT046,1997,Small,Tier 1,Supermarket Type1,801.6263039296647
FDV03,17.61489973925967,Low Fat,0.0510686016983097,Meat,154.4301777734243,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.96764070805
FDA28,16.1,Regular,0.04807227,Frozen Foods,126.5362,OUT017,2007,Medium,Tier 2,Supermarket Type1,1761.7068
NCR18,15.860149310448804,Low Fat,0.0139890646290937,Household,44.04333851670916,OUT046,1997,Small,Tier 1,Supermarket Type1,468.7168676400288
FDE38,6.528342640923086,Low Fat,0.0457703653671377,Canned,164.2945580049467,OUT046,1997,Small,Tier 1,Supermarket Type1,2818.327091331046
FDP39,12.642959829568236,Low Fat,0.0633468303937387,Meat,52.42418479268972,OUT045,2002,Medium,Tier 2,Supermarket Type1,571.2544159888904
NCN43,12.85764826488396,Low Fat,-0.0202418480995722,Others,125.1939164353868,OUT027,1985,Medium,Tier 3,Supermarket Type3,3202.478193649333
NCQ43,17.763419272973437,Low Fat,0.101087922698563,Others,107.58890378227473,OUT046,1997,Small,Tier 1,Supermarket Type1,1528.6905477017704
FDE20,11.33693430706928,Regular,0.0124558872146737,Fruits and Vegetables,168.25756401939486,OUT013,1987,High,Tier 3,Supermarket Type1,2376.900357124336
DRC49,12.85764826488396,LF,0.056812741789143,Soft Drinks,145.7000167074137,OUT027,1985,Medium,Tier 3,Supermarket Type3,4026.7646044092166
NCH30,17.099143758509857,Low Fat,0.0728190667358653,Household,114.59879300880674,OUT045,2002,Medium,Tier 2,Supermarket Type1,1584.588587972603
NCR42,9.108893446010548,Low Fat,0.0716482285999663,Household,33.38831384397572,OUT010,1998,Medium,Tier 3,Grocery Store,33.287044289608964
FDE33,19.34878100931506,reg,0.0759242928126529,Fruits and Vegetables,78.26031561423615,OUT049,1999,Medium,Tier 1,Supermarket Type1,1492.7326261249718
FDP11,15.828095545544546,Low Fat,0.0549392360221877,Breads,216.6249175337563,OUT046,1997,Small,Tier 1,Supermarket Type1,4136.60302015875
NCO54,19.51364003457631,Low Fat,0.0015725510226584,Household,53.757767692193134,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436.81467140664
FDT57,15.204460515505527,Low Fat,0.0167839520795463,Snack Foods,237.5177575157838,OUT017,2007,Medium,Tier 2,Supermarket Type1,3318.356620173696
FDX04,19.60961175604026,Regular,0.0329365499052244,Frozen Foods,47.64381941567844,OUT035,2004,Small,Tier 2,Supermarket Type1,335.55311056916526
NCN19,12.85764826488396,Low Fat,0.021184746,Others,189.553,OUT019,1985,Small,Tier 1,Grocery Store,379.506
FDU19,8.77,reg,0.046962004,Fruits and Vegetables,173.8422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3448.844
FDF22,6.864048074129493,Low Fat,0.0540502102225219,Snack Foods,214.53061404819343,OUT013,1987,High,Tier 3,Supermarket Type1,2778.3803310167355
DRH49,12.85764826488396,Low Fat,0.0512810808756703,Soft Drinks,82.84979059539714,OUT019,1985,Small,Tier 1,Grocery Store,165.1208929215817
FDW38,5.329646812539456,Regular,0.1525555444262395,Dairy,53.72829809921979,OUT046,1997,Small,Tier 1,Supermarket Type1,862.8735757966397
FDW28,18.260664367479293,Low Fat,0.0853369678591429,Frozen Foods,197.34952124785065,OUT035,2004,Small,Tier 2,Supermarket Type1,2740.42439899017
FDV11,9.082669303084865,Regular,0.0607493220628013,Breads,177.003501070846,OUT035,2004,Small,Tier 2,Supermarket Type1,2101.2771322378467
NCO07,12.85764826488396,Low Fat,0.0314848660390182,Others,211.95295356519944,OUT019,1985,Small,Tier 1,Grocery Store,213.0400715439925
FDZ44,8.20180896058381,Low Fat,0.066426109270636,Fruits and Vegetables,116.08277746901544,OUT010,1998,Medium,Tier 3,Grocery Store,234.36453651518457
FDT39,6.2735447774287785,Regular,0.0050362000504032,Meat,151.15436333684696,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.0180735238937
FDX60,12.85764826488396,LF,0.0764494806537848,Baking Goods,78.00587792148511,OUT027,1985,Medium,Tier 3,Supermarket Type3,2716.4753502853823
FDC09,15.5,Regular,0.026355345,Fruits and Vegetables,100.8332,OUT045,2002,Medium,Tier 2,Supermarket Type1,1537.998
FDT11,12.85764826488396,Regular,0.0191849453238097,Breads,189.4467847874248,OUT027,1985,Medium,Tier 3,Supermarket Type3,3567.3613363881977
FDP23,6.716444275560057,Low Fat,0.0273018561714211,Breads,217.4987946009512,OUT035,2004,Small,Tier 2,Supermarket Type1,4572.051380143246
FDZ46,7.489113257812432,Low Fat,0.0687855631430418,Snack Foods,108.71465935104548,OUT017,2007,Medium,Tier 2,Supermarket Type1,1326.2785035155846
FDG22,17.580480849040683,Regular,0.0320882387566061,Snack Foods,35.01812006174864,OUT046,1997,Small,Tier 1,Supermarket Type1,659.1481521619042
FDF50,12.85764826488396,Low Fat,0.1098948788956535,Canned,198.98113407237904,OUT027,1985,Medium,Tier 3,Supermarket Type3,4729.850509502876
NCL30,18.09534030607744,Low Fat,0.0490937179846703,Household,127.5499204110886,OUT046,1997,Small,Tier 1,Supermarket Type1,1789.6682658463094
NCD54,21.1,low fat,0.029054046,Household,144.6786,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572
FDZ27,7.958269829750183,Low Fat,0.0259317842622874,Dairy,51.53449984088632,OUT045,2002,Medium,Tier 2,Supermarket Type1,848.8933796698307
FDZ40,8.935,Low Fat,0.04026424,Frozen Foods,52.6298,OUT045,2002,Medium,Tier 2,Supermarket Type1,808.947
NCL54,12.85764826488396,Low Fat,0.0874594193181623,Household,176.90798994682086,OUT027,1985,Medium,Tier 3,Supermarket Type3,4202.527087979511
FDL34,16.001949092147523,Low Fat,0.0272918836369153,Snack Foods,142.6391415040486,OUT045,2002,Medium,Tier 2,Supermarket Type1,1834.942603406031
FDQ08,15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,857.5504
FDI28,14.274960411253783,Low Fat,0.0439513900723439,Frozen Foods,78.32041836505168,OUT049,1999,Medium,Tier 1,Supermarket Type1,1267.6756815568467
FDP60,12.85764826488396,Low Fat,0.0660153841065114,Baking Goods,100.3033656196741,OUT027,1985,Medium,Tier 3,Supermarket Type3,2833.6324026369407
FDV14,19.85593591662017,Low Fat,0.0242759308257694,Dairy,89.49115877993967,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.634985434973
FDS04,10.166763289915842,Regular,0.1509958179137197,Frozen Foods,142.2708519464258,OUT045,2002,Medium,Tier 2,Supermarket Type1,1685.821730245248
FDD10,20.604980126872466,Regular,0.0736320593720358,Snack Foods,177.24713445625952,OUT010,1998,Medium,Tier 3,Grocery Store,892.179365524268
FDK56,9.706143934322087,Low Fat,-0.0041378209328846,Fruits and Vegetables,185.1926988890484,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.229124635825
FDG31,12.85764826488396,Low Fat,0.0323844637952817,Meat,64.47698692781199,OUT027,1985,Medium,Tier 3,Supermarket Type3,2518.725405937016
FDW21,5.326699000734567,Regular,0.0021064560635294,Snack Foods,99.5432598168734,OUT046,1997,Small,Tier 1,Supermarket Type1,1407.4739877000834
NCM30,19.1,Low Fat,0.067295406,Household,41.9796,OUT046,1997,Small,Tier 1,Supermarket Type1,701.7532
NCQ38,16.352807735887406,Low Fat,-0.0004715433986198,Others,104.8342701521494,OUT018,2009,Medium,Tier 3,Supermarket Type2,1810.978792459162
FDP10,19.006539458710705,Low Fat,0.1335527598562416,Snack Foods,106.54295520898452,OUT045,2002,Medium,Tier 2,Supermarket Type1,1482.0792661927703
FDV33,9.6,Regular,0.027399064,Snack Foods,258.3304,OUT045,2002,Medium,Tier 2,Supermarket Type1,4133.2864
FDB34,15.232652495557478,Low Fat,0.0363365625150291,Snack Foods,85.20935324429374,OUT018,2009,Medium,Tier 3,Supermarket Type2,1482.7406899525615
FDY31,5.972662701398416,Low Fat,0.0443909522919765,Fruits and Vegetables,148.45558641461136,OUT013,1987,High,Tier 3,Supermarket Type1,2354.244402245408
FDS09,8.903618900645728,Regular,0.0574272881718553,Snack Foods,49.819848004276366,OUT017,2007,Medium,Tier 2,Supermarket Type1,758.97499671646
FDU32,12.85764826488396,Low Fat,0.0434855034060896,Fruits and Vegetables,120.83720112681648,OUT019,1985,Small,Tier 1,Grocery Store,852.8901439088904
FDU15,13.655978688355066,Regular,-0.0159802309929734,Meat,36.647961295247214,OUT017,2007,Medium,Tier 2,Supermarket Type1,754.9948717924685
FDO60,20.01338480129684,Low Fat,0.0433139003421417,Baking Goods,43.5206355359574,OUT035,2004,Small,Tier 2,Supermarket Type1,401.4753765517536
FDU38,10.791225830949989,Low Fat,0.1219786073701919,Dairy,193.4306308939505,OUT017,2007,Medium,Tier 2,Supermarket Type1,2876.2305652092523
NCM30,19.101208427537003,Low Fat,0.0932510271017696,Household,40.880301306561485,OUT017,2007,Medium,Tier 2,Supermarket Type1,371.5213090425973
FDN40,5.863601740510228,Low Fat,0.0902349012044628,Frozen Foods,155.38618707844893,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.205114842457
FDT11,5.93998270061458,Regular,0.0278994501956198,Breads,187.7728974810599,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.107046257941
FDX60,14.343012011468256,Low Fat,0.0968149711782256,Baking Goods,79.1896130547194,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.3424734485884
FDL27,6.175077951651761,Low Fat,0.005190551752229,Meat,66.0032240761093,OUT046,1997,Small,Tier 1,Supermarket Type1,1162.4780271296436
FDW49,19.49938401570828,Low Fat,0.0948020184503156,Canned,179.29062592556883,OUT045,2002,Medium,Tier 2,Supermarket Type1,2865.6128700471904
FDF52,9.283130831756736,Low Fat,0.0840680824104971,Frozen Foods,183.91959498758413,OUT049,1999,Medium,Tier 1,Supermarket Type1,3283.751830537065
NCD19,8.930574080322307,Low Fat,0.0315988545848668,Household,56.46543278569808,OUT017,2007,Medium,Tier 2,Supermarket Type1,828.921869971143
FDH16,10.499352330092982,Low Fat,0.0341633294915773,Frozen Foods,90.77920899155718,OUT013,1987,High,Tier 3,Supermarket Type1,1258.343044847859
FDP56,8.18578110184646,Low Fat,0.0657970385644133,Fruits and Vegetables,49.95686228572254,OUT017,2007,Medium,Tier 2,Supermarket Type1,837.573305977922
FDM51,11.81787763543598,Regular,0.0184075459892316,Meat,102.4530730475979,OUT010,1998,Medium,Tier 3,Grocery Store,203.7301571784195
NCC07,12.85764826488396,Low Fat,0.0227232722708118,Household,103.40787458675037,OUT027,1985,Medium,Tier 3,Supermarket Type3,3050.6686417242468
FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,2007,Medium,Tier 2,Supermarket Type1,2876.256
FDK55,18.4914048939821,Low Fat,0.0226506528224994,Meat,87.21212997484935,OUT035,2004,Small,Tier 2,Supermarket Type1,802.9606086477437
FDZ04,9.339952945881642,Low Fat,0.020228442342756,Frozen Foods,62.152953147780046,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.7879301115486
FDO24,11.1,Low Fat,0.176069023,Baking Goods,156.7604,OUT013,1987,High,Tier 3,Supermarket Type1,1901.5248
FDY08,9.411288766497307,Regular,0.2959096782777643,Fruits and Vegetables,139.16851649352935,OUT010,1998,Medium,Tier 3,Grocery Store,280.93493903504145
NCR42,9.112591159421353,Low Fat,0.0355550268275136,Household,33.799547614238186,OUT017,2007,Medium,Tier 2,Supermarket Type1,199.72491240003723
FDK03,12.605131095250078,Regular,0.0843036047308519,Dairy,255.93725743630483,OUT018,2009,Medium,Tier 3,Supermarket Type2,4832.372864433743
NCS38,8.606073552697824,Low Fat,0.0745304016761052,Household,114.30607165608498,OUT045,2002,Medium,Tier 2,Supermarket Type1,1946.8091756005567
FDP56,8.187755898035869,Low Fat,0.0377956823128451,Fruits and Vegetables,49.97801163499197,OUT017,2007,Medium,Tier 2,Supermarket Type1,837.6034312098202
FDP28,13.64695227812486,Regular,0.0837459230790117,Frozen Foods,260.1981229671708,OUT013,1987,High,Tier 3,Supermarket Type1,3914.925996806716
FDG57,14.689898575174482,Low Fat,0.0506342240678797,Fruits and Vegetables,48.218172260739166,OUT049,1999,Medium,Tier 1,Supermarket Type1,1020.6691358086508
FDF39,14.833405467459317,Regular,0.0249857539267179,Dairy,263.77901647080176,OUT045,2002,Medium,Tier 2,Supermarket Type1,4207.876037822232
FDJ38,8.600220827326531,Regular,0.044103126283199,Canned,188.5667257609429,OUT013,1987,High,Tier 3,Supermarket Type1,3795.07512127271
FDO31,6.756717222429584,Regular,0.0377536573881333,Fruits and Vegetables,79.58093144678493,OUT046,1997,Small,Tier 1,Supermarket Type1,1438.1072842959074
FDH57,10.895,Low Fat,0.0358031,Fruits and Vegetables,130.3284,OUT049,1999,Medium,Tier 1,Supermarket Type1,2504.7396
FDN58,13.798530108711043,reg,0.0633868397827629,Snack Foods,230.09158920866008,OUT049,1999,Medium,Tier 1,Supermarket Type1,3707.1785120327313
FDV47,17.099114647392575,Low Fat,-0.0169556289713049,Breads,85.54885041973365,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.26995630376
FDW24,12.85764826488396,Low Fat,0.0711302071447237,Baking Goods,48.89467969807606,OUT019,1985,Small,Tier 1,Grocery Store,48.59381362265023
NCN41,16.9941436196908,Low Fat,0.1023835577701035,Health and Hygiene,125.08165492276488,OUT010,1998,Medium,Tier 3,Grocery Store,369.5240361595776
FDC41,12.85764826488396,Low Fat,0.1379683726384108,Frozen Foods,76.88610047987065,OUT027,1985,Medium,Tier 3,Supermarket Type3,2526.71877448696
FDO56,12.85764826488396,Regular,0.0722901916489838,Fruits and Vegetables,116.4066602699311,OUT019,1985,Small,Tier 1,Grocery Store,234.3538384082593
NCO53,12.85764826488396,Low Fat,0.1587024502657567,Health and Hygiene,184.0535203429472,OUT027,1985,Medium,Tier 3,Supermarket Type3,6431.626014843437
FDY08,12.85764826488396,Regular,0.1731700902753166,Fruits and Vegetables,141.5670258712728,OUT027,1985,Medium,Tier 3,Supermarket Type3,3231.1272253029
FDX50,20.09220880100309,LF,0.0830315757210998,Dairy,110.71470806016512,OUT045,2002,Medium,Tier 2,Supermarket Type1,1657.851896208069
FDW46,13.012933036087269,Regular,0.0758938929493022,Snack Foods,63.45071741819847,OUT045,2002,Medium,Tier 2,Supermarket Type1,1043.992838524199
NCO29,11.140079705565151,Low Fat,0.0231143794046595,Health and Hygiene,164.36638312415357,OUT018,2009,Medium,Tier 3,Supermarket Type2,2960.1554926999224
NCM29,12.85764826488396,Low Fat,0.0142437118827293,Health and Hygiene,129.9124145871597,OUT027,1985,Medium,Tier 3,Supermarket Type3,3410.252238546841
FDJ27,17.707405633913094,Regular,0.117218558988828,Meat,101.55540567599432,OUT018,2009,Medium,Tier 3,Supermarket Type2,1629.8564353802792
FDT51,11.657954954983664,Regular,0.01336198413255,Meat,110.85376303361306,OUT013,1987,High,Tier 3,Supermarket Type1,1677.8159726124488
FDM01,7.89440278372114,Regular,0.1234995474749354,Breakfast,100.735266648722,OUT013,1987,High,Tier 3,Supermarket Type1,1230.4035031879455
FDU45,12.85764826488396,Regular,0.0501218648161641,Snack Foods,112.34542570743464,OUT019,1985,Small,Tier 1,Grocery Store,683.0920035457084
FDL36,15.103917474560022,Low Fat,0.1369465948140399,Baking Goods,88.31439241433385,OUT010,1998,Medium,Tier 3,Grocery Store,89.91096605663842
FDH22,6.412225268085351,Low Fat,0.1003953387951745,Snack Foods,128.1595117072045,OUT035,2004,Small,Tier 2,Supermarket Type1,1017.3332912308872
NCN42,12.85764826488396,Low Fat,0.0213274866416299,Household,145.630730817481,OUT027,1985,Medium,Tier 3,Supermarket Type3,3825.714764554473
NCI54,15.199942684318431,Low Fat,0.0576909193387823,Household,110.78720584487182,OUT010,1998,Medium,Tier 3,Grocery Store,109.19983368922388
FDX40,12.85,Low Fat,0.098910759,Frozen Foods,37.6164,OUT013,1987,High,Tier 3,Supermarket Type1,308.9312
FDI41,18.51578673180409,Regular,-0.0108786725518289,Frozen Foods,148.72069750512938,OUT045,2002,Medium,Tier 2,Supermarket Type1,2501.390075315391
FDC59,16.70810344257704,Regular,0.0365994104982286,Starchy Foods,65.50357067761995,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6752787191912
FDR44,6.112034659833338,Regular,0.1244738061347597,Fruits and Vegetables,131.29886961112769,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.4874847768529
FDK56,9.689711477435544,Low Fat,-0.0023351504977453,Fruits and Vegetables,186.80020692507927,OUT010,1998,Medium,Tier 3,Grocery Store,561.2729247266668
FDB39,11.60897233188072,LF,0.0388996383507296,Dairy,57.75408890591164,OUT035,2004,Small,Tier 2,Supermarket Type1,503.3522919415797
FDH27,7.055600512296627,Low Fat,0.1015872540860516,Dairy,141.82578764165183,OUT010,1998,Medium,Tier 3,Grocery Store,143.86473971863276
FDK08,12.85764826488396,Regular,0.2123990286977287,Fruits and Vegetables,102.40242944089825,OUT019,1985,Small,Tier 1,Grocery Store,202.4081469716692
DRC25,12.85764826488396,Low Fat,0.0713895592664372,Soft Drinks,86.78599577107724,OUT019,1985,Small,Tier 1,Grocery Store,85.89787173824506
FDV51,12.85764826488396,Low Fat,0.0272235625307143,Meat,166.20064970636943,OUT027,1985,Medium,Tier 3,Supermarket Type3,5470.870017593242
FDH04,12.85764826488396,Regular,0.019912606,Frozen Foods,91.0488,OUT019,1985,Small,Tier 1,Grocery Store,271.6464
FDY49,12.85764826488396,Regular,0.0153679651200439,Canned,164.72135023141362,OUT019,1985,Small,Tier 1,Grocery Store,495.343997747954
FDY33,14.50182228944329,Regular,0.0976968147839878,Snack Foods,159.41151056314123,OUT046,1997,Small,Tier 1,Supermarket Type1,2705.154445932316
NCJ31,19.191057999788825,Low Fat,0.1846720443318577,Others,242.9995460680537,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.284527365713
FDT02,12.58703215731756,Low Fat,0.0205216570466571,Dairy,36.18996594283188,OUT046,1997,Small,Tier 1,Supermarket Type1,423.4630619713979
FDU56,16.861012980790193,LF,0.0404826161923124,Fruits and Vegetables,182.43346265431447,OUT046,1997,Small,Tier 1,Supermarket Type1,2028.7131353966904
FDP11,12.85764826488396,Low Fat,0.1162321585975949,Breads,216.11522873756047,OUT019,1985,Small,Tier 1,Grocery Store,435.44805920843385
FDE09,8.760602149785376,Low Fat,0.0450395812903632,Fruits and Vegetables,110.71324038384265,OUT010,1998,Medium,Tier 3,Grocery Store,331.55367549369106
FDO09,12.85764826488396,Regular,0.1298633911796496,Snack Foods,261.08415831064895,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.79831540015
FDR43,18.209593325379533,Low Fat,0.1660031791312421,Fruits and Vegetables,37.850167436453226,OUT045,2002,Medium,Tier 2,Supermarket Type1,219.69726493390283
FDJ56,12.85764826488396,Low Fat,0.2634780004875884,Fruits and Vegetables,100.78393847844048,OUT019,1985,Small,Tier 1,Grocery Store,199.7335471104525
FDZ44,8.193588282197249,Low Fat,0.0510811979113178,Fruits and Vegetables,117.18730437186088,OUT046,1997,Small,Tier 1,Supermarket Type1,1874.9025190306563
FDA21,13.6379841280776,Low Fat,0.0193346955766228,Snack Foods,183.78366476824587,OUT045,2002,Medium,Tier 2,Supermarket Type1,2591.3000423493604
NCJ54,9.907606130487084,Low Fat,0.0562156380962856,Household,233.06067305289545,OUT045,2002,Medium,Tier 2,Supermarket Type1,6041.476503400882
FDM01,7.898183198085159,Regular,0.089363791094476,Breakfast,102.64933702630972,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.54384471476
FDC52,11.14340293003196,Regular,0.0174912998479285,Dairy,150.67622349938247,OUT045,2002,Medium,Tier 2,Supermarket Type1,2106.568576800396
FDC48,12.85764826488396,Low Fat,0.027767577,Baking Goods,82.1592,OUT019,1985,Small,Tier 1,Grocery Store,412.796
FDY07,11.788993616948352,Low Fat,-0.020366772006529,Fruits and Vegetables,45.24608464760262,OUT018,2009,Medium,Tier 3,Supermarket Type2,1148.5108393768255
NCR29,7.570032437833778,Low Fat,0.0807239000408913,Health and Hygiene,57.41038865269439,OUT035,2004,Small,Tier 2,Supermarket Type1,735.6999131887844
DRO59,11.789732777931844,Low Fat,0.0449231964955142,Hard Drinks,74.99138521875152,OUT045,2002,Medium,Tier 2,Supermarket Type1,834.8993823965014
FDX38,10.49428127781544,Regular,0.0431270712154829,Dairy,45.96490198640053,OUT046,1997,Small,Tier 1,Supermarket Type1,575.2596422475985
FDU04,7.927638676706695,Low Fat,0.0101966211999681,Frozen Foods,121.5606782810494,OUT035,2004,Small,Tier 2,Supermarket Type1,1340.247883049954
NCM55,15.62123073668906,Low Fat,0.0702502776810591,Others,185.5837183557706,OUT049,1999,Medium,Tier 1,Supermarket Type1,3146.5555141883874
FDX50,20.1,Low Fat,0.074627201,Dairy,110.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,1768.3648
FDY52,6.373443402769287,Low Fat,-0.0056063826894162,Frozen Foods,62.84740032266031,OUT046,1997,Small,Tier 1,Supermarket Type1,796.2841011746898
FDF52,9.289825212576806,Low Fat,0.0079471167346003,Frozen Foods,182.93592362879787,OUT017,2007,Medium,Tier 2,Supermarket Type1,4013.453693860504
FDU14,17.709668479445828,Low Fat,0.0374661740988428,Dairy,248.7629712729945,OUT046,1997,Small,Tier 1,Supermarket Type1,3745.103748815192
FDH56,9.806316001138343,Regular,0.0625470583381674,Fruits and Vegetables,117.1538813749696,OUT049,1999,Medium,Tier 1,Supermarket Type1,2780.3672785267527
